key	text	tooltip
effects_description_wh_main_effect_siege_engine_unlock_vmp_battering_ram	Pre-siege: battering ram	true
effects_description_wh_dlc05_effect_tech_melee_damage_increase_wef_treespirit	Weapon strength: %+n% for forest spirit units	true
effects_description_wh_main_effect_name_epithet_dwf_dark-bringer	[HIDDEN] Adds the name "Dark-bringer"	true
effects_description_wh_main_effect_force_army_campaign_experience_base_infantry	Unit experience: %+n for infantry unit recruits	true
effects_description_wh_main_effect_economy_gdp_mod_commerce_sea	Income from Ports: %+n%	true
effects_description_wh_main_effect_name_epithet_chs_the_appeaser	[HIDDEN] Adds the name "the Appeaser"	true
effects_description_wh_main_effect_name_epithet_emp_the_despised	[HIDDEN] Adds the name "the Despised"	true
effects_description_wh_main_effect_name_epithet_vmp_the_despised	[HIDDEN] Adds the name "the Despised"	true
effects_description_wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	Income from Salt Mines and Dyemakers: %+n%	true
effects_description_wh_main_effect_name_epithet_grn_nurgles_ally	[HIDDEN] Adds the name "Nurgle's Ally"	true
effects_description_wh_main_effect_magic_big_waaagh_enable_brain_bursta	Spell: "Brain Bursta"	true
effects_description_wh_main_effect_tech_recruitment_cost_reduction_ironbreakers	Recruitment cost: %+n% for Ironbreakers units	true
effects_description_wh_main_effect_name_epithet_grn_the_fool_on_the_wall	[HIDDEN] Adds the name "the Fool on the Wall"	true
effects_description_wh_main_effect_character_stat_enable_poison_attacks_hidden	Enables Poison Attacks	true
effects_description_wh_main_effect_agent_action_runesmith_hinder_settlement_buff	[[col:yellow]]Damage Settlement[[/col]] action: Additional %n% damage caused	true
effects_description_wh_main_effect_religion_conversion_chaos_technologies	Chaos corruption: %+n	true
effects_description_wh_main_effect_character_stat_add_ap_damage_fell_bats	Armour-piercing damage: %+n for Fell Bats	true
effects_description_wh_main_effect_tech_melee_defence_increase_knights_demigryphs	Melee defence: %+n for Empire Knights, Reiksguard, Knights of the Blazing Sun, and Demigryph units	true
effects_description_wh_main_effect_economy_gdp_mod_all_adjacent_provinces	Income from all buildings: %+n%	true
effects_description_wh_main_effect_name_epithet_grn_grand_shambla	[HIDDEN] Adds the name "Grand Shambla'"	true
effects_description_wh_dlc05_effect_tech_armour_increase_eternal_guards	Armour: %+n% for Eternal Guard units	true
effects_description_wh_main_effect_agent_recruitment_xp_wizard_greenskins	Hero recruit rank: %+n for Shamans	true
effects_description_wh_main_effect_force_navy_battle_artillery_ship_melee_defence	Melee defence: %+n for artillery ships	true
effects_description_wh_main_effect_agent_action_enable_wizard_hinder_army	Action: [[col:yellow]]Assault Unit[[/col]]	true
effects_description_wh_dlc03_effect_siege_engine_enable_bst_siege_tower	Siege construction: siege tower	true
effects_description_wh_main_effect_name_epithet_dwf_gore-master	[HIDDEN] Adds the name "Gore-master"	true
effects_description_wh_main_effect_name_epithet_dwf_rune_warden	[HIDDEN] Adds the name "Rune Warden"	true
effects_description_wh_main_effect_enable_mount_imperial_pegasus	Mount: Imperial Pegasus	true
effects_description_wh_main_effect_name_epithet_chs_keeper_of_the_dead	[HIDDEN] Adds the name "Keeper of the Dead"	true
effects_description_wh_main_effect_siege_engine_number_emp_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_siege_engine_number_dwf_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_siege_engine_number_grn_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_ability_enable_sword_of_unholy_power	Passive ability: "Sword of Unholy Power"	true
effects_description_wh_main_effect_siege_engine_number_chs_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_tech_upkeep_reduction_dragon_ogre_shaggoths	Upkeep: %+n% for Dragon Ogre Shaggoths units	true
effects_description_wh_main_effect_siege_engine_number_brt_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_building_vampiric_mercenary_replenishment_black_coach	do not translate	true
effects_description_wh_main_effect_name_epithet_dwf_wall-craven	[HIDDEN] Adds the name "Wall-craven"	true
effects_description_wh_main_effect_enable_mount_warhorse	Mount: Warhorse	true
effects_description_wh_main_effect_force_army_battle_flying_melee_attack	Melee attack: %+n for Vargheists and Terrorgheist units	true
effects_description_wh_main_effect_siege_engine_number_vmp_battering_ram	%n battering rams per siege item	true
effects_description_wh_main_effect_tech_melee_damage_increase_empire_greatswords	Weapon strength: %+n% for Empire units with greatswords	true
effects_description_wh_main_effect_tech_melee_damage_increase_greenskin_chariots	Weapon strength: %+n% for Greenskin Chariot units	true
effects_description_wh_dlc03_effect_melee_attack_increase_characters_beastmen	Melee attack: %+n for [[img:icon_general]][[/img]]Lords and embedded [[img:icon_hero]][[/img]]Heroes	true
effects_description_wh_main_effect_force_unit_stat_morale_night_goblins	Leadership: %+n for Night Goblin units	true
effects_description_wh_main_effect_name_epithet_grn_night_lord	[HIDDEN] Adds the name "Night Lord"	true
effects_description_wh_main_effect_agent_action_dignitary_hinder_settlement_buff	[[col:yellow]]Damage Building[[/col]] action: Additional %n% damage caused	true
effects_description_wh_main_effect_public_order_events	{{tr:public_order}}: %+n	true
effects_description_wh_dlc05_effect_agent_action_success_chance_spy_wood_elves	Hero action success chance: %+n% for Waystalkers	true
effects_description_wh_dlc05_effect_tech_melee_attack_increase_wef_treespirits	Melee attack: %+n for all forest spirit units	true
effects_description_wh_main_effect_ability_enable_the_mace_of_helsturm	Ability: "The Mace of Helstrum"	true
effects_description_wh_main_effect_occupation_decision_colonise_cost_zero	No colonisation cost	true
effects_description_wh_main_effect_textonly_walls	Adds walls to the settlement	true
effects_description_wh_main_effect_ability_enable_the_screaming_banner	Passive ability: "The Screaming Banner"	true
effects_description_wh_main_effect_name_epithet_vmp_god-speaker	[HIDDEN] Adds the name "God-speaker"	true
effects_description_wh_main_effect_name_epithet_emp_the_mawkish	[HIDDEN] Adds the name "the Mawkish"	true
effects_description_wh_main_effect_name_epithet_vmp_the_mawkish	[HIDDEN] Adds the name "the Mawkish"	true
effects_description_wh_dlc04_effect_upkeep_reduction_for_all_agents_not_shown	Upkeep for all generals	true
effects_description_wh_main_effect_name_epithet_dwf_keeper_of_the_dead	[HIDDEN] Adds the name "Keeper of the Dead"	true
effects_description_wh_main_effect_tech_movement_speed_increase_goblins	Speed: %+n% for Goblin units	true
effects_description_wh_main_effect_force_all_campaign_captives	Captives captured after battle : %+n%	true
effects_description_wh_main_effect_public_order_tax_rate	{{tr:public_order}}: %+n	true
effects_description_wh_main_effect_ability_enable_get_on_wiv_it	Passive ability: "Get on Wiv it!"	true
effects_description_wh_main_effect_magic_lil_waaagh_cooldown_curse_of_da_bad_moon	Cooldown: %+n% to "Curse of Da Bad Moon"	true
effects_description_wh_main_effect_force_unit_stat_melee_attack_versus_greenskins	Melee attack: %+n when fighting against Greenskin Tribes	true
effects_description_wh_dlc04_effect_name_dummy_the_grim	[HIDDEN] Adds the name "the Grim" with priority so it cannot be overridden	true
effects_description_wh_main_effect_name_epithet_dwf_lord_of_war	[HIDDEN] Adds the name "Lord of War"	true
effects_description_wh_main_effect_name_epithet_brt_clan-friend	[HIDDEN] Adds the name "Clan-friend"	true
effects_description_wh_main_effect_name_epithet_grn_the_tyrant	[HIDDEN] Adds the name "the Tyrant"	true
effects_description_wh_main_effect_agent_action_cost_mod_champion_dwarfs	Hero action cost: %+n% for Thanes	true
effects_description_wh_main_effect_name_epithet_emp_keeper_of_the_dead	[HIDDEN] Adds the name "Keeper of the Dead"	true
effects_description_wh_main_effect_name_epithet_emp_favoured_of_the_gods	[HIDDEN] Adds the name "Favoured of the Gods"	true
effects_description_wh_main_effect_name_epithet_vmp_favoured_of_the_gods	[HIDDEN] Adds the name "Favoured of the Gods"	true
effects_description_wh_main_effect_tech_unit_xp_levels_bigun_black_orcs	Unit experience: %+n for Big 'Uns and Black Orc recruits	true
effects_description_wh_dlc05_effect_dummy_enable_office_ancient_of_delliandra	Unlocks the "Ancient of Delliandra" position within the Gathering of the Ancients	true
effects_description_wh_main_effect_name_epithet_dwf_champion_of_the_poor	[HIDDEN] Adds the name "Champion of the Poor"	true
effects_description_wh_main_effect_name_epithet_grn_clan-friend	[HIDDEN] Adds the name "Clan-friend"	true
effects_description_wh_main_effect_name_epithet_brt_the_appeaser	[HIDDEN] Adds the name "the Appeaser"	true
effects_description_wh_dlc03_effect_ability_disable_call_to_violence	Replaces: "Call of Violence"	true
effects_description_wh_main_effect_agent_action_success_chance_dignitary_vampire_counts	Hero action success chance: %+n% for Vampires	true
effects_description_wh_main_effect_name_epithet_dwf_master_of_the_court	[HIDDEN] Adds the name "Master of the Court"	true
effects_description_wh_main_effect_force_unit_stat_morale_chaos	Leadership: %+n for Chaos units	true
effects_description_wh_main_effect_magic_vampires_enable_curse_of_years	Spell: "Curse of Years"	true
effects_description_wh_main_effect_name_epithet_dwf_the_linchpin	[HIDDEN] Adds the name "the Linchpin"	true
effects_description_wh_dlc03_effect_magic_beasts_enable_the_curse_of_anraheir	Spell: "The Curse of Anraheir"	true
effects_description_wh_dlc05_effect_tech_upkeep_reduction_great_eagles	Upkeep: %+n% for Great Eagle units	true
effects_description_wh_dlc05_effect_magic_life_enable_flesh_to_stone	Spell: "Flesh to Stone"	true
effects_description_wh_dlc05_effect_tech_battle_morale_increase_animals	Leadership: %+n for Sisters of the Thorn, Wild Riders, Glade Riders, Hawk Riders, Great Eagle and Forest Dragon units	true
effects_description_wh_main_effect_name_epithet_dwf_the_tyrant	[HIDDEN] Adds the name "the Tyrant"	true
effects_description_wh_dlc05_effect_enable_mount_forest_dragon	Mount: Forest Dragon	true
effects_description_wh_main_effect_agent_action_cost_mod	Hero action cost: %+n%	true
effects_description_wh_main_effect_name_epithet_brt_wall-craven	[HIDDEN] Adds the name "Wall-craven"	true
effects_description_wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	Cooldown: %+n% to Lore of Vampires spells	true
effects_description_wh_main_effect_name_epithet_grn_rula_and_top_shouta	[HIDDEN] Adds the name "Rula and Top Shouta "	true
effects_description_wh_main_effect_tech_unit_xp_levels_emp_horse_units	Unit experience: %+n for Empire horse cavalry units	true
effects_description_wh_main_effect_name_epithet_vmp_ole_weirdy	[HIDDEN] Adds the name "Ole Weirdy"	true
effects_description_wh_main_effect_name_epithet_chs_favoured_of_the_gods	[HIDDEN] Adds the name "Favoured of the Gods"	true
effects_description_wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	Cooldown: %+n% to "Flesh to Stone"	true
effects_description_wh_main_effect_name_epithet_brt_gore-master	[HIDDEN] Adds the name "Gore-master"	true
effects_description_wh_main_effect_tech_armour_increase_trolls	Armour: %+n for Trolls units	true
effects_description_wh_main_effect_agent_recruitment_cost_mod_dignitary_vampire_counts	Hero recruitment cost: %+n% for Vampires	true
effects_description_wh_main_effect_name_epithet_grn_wall-craven	[HIDDEN] Adds the name "Wall-craven"	true
effects_description_wh_main_effect_name_epithet_brt_the_despised	[HIDDEN] Adds the name "the Despised"	true
effects_description_wh_dlc03_effect_charge_for_ungors	Charge bonus: %+n for Ungor units	true
effects_description_wh_main_effect_tech_upkeep_reduction_battle_wizards	Upkeep: %+n% for Battle Wizard [[img:icon_hero]][[/img]]Heroes	true
effects_description_wh_main_effect_name_epithet_brt_night_lord	[HIDDEN] Adds the name "Night Lord"	true
effects_description_wh_dlc05_effect_tech_melee_defence_increase_spellsingers	Melee defence: %+n for embedded Spellsinger [[img:icon_hero]][[/img]]Heroes	true
effects_description_wh_main_effect_force_unit_stat_melee_damage_attacking	Weapon strength: %+n% (when attacking)	true
effects_description_wh_dlc05_effect_tech_battle_morale_increase_trees	Leadership: %+n for Dryad, Tree Kin and Treeman units	true
effects_description_wh_main_effect_force_navy_battle_assault_ship_melee_defence	Melee defence: %+n for melee ships	true
effects_description_wh_main_effect_name_epithet_vmp_the_looter	[HIDDEN] Adds the name "the Looter"	true
effects_description_wh_main_effect_name_epithet_grn_keeper_of_the_dead	[HIDDEN] Adds the name "Keeper of the Dead"	true
effects_description_wh_main_effect_name_epithet_chs_the_saviour	[HIDDEN] Adds the name "the Saviour"	true
effects_description_wh_dlc03_best_cygor_ammo	Ammunition: %+n% for Cygor Units	true
effects_description_wh_main_effect_general_ability_mod_cooldown_magical_animus	Cooldown: %+n% to "Magical Animus"	true
effects_description_wh_main_effect_name_epithet_emp_the_tyrant	[HIDDEN] Adds the name "the Tyrant"	true
effects_description_wh_main_effect_agent_recruitment_xp_engineer	Hero recruit rank: %+n for Master Engineers	true
effects_description_wh_main_effect_name_epithet_grn_the_sneaky	[HIDDEN] Adds the name "the Sneaky"	true
effects_description_wh_main_effect_force_unit_stat_morale_dummy	Leadership: %+n	true
effects_description_wh_main_effect_force_army_campaign_experience_infantry_spear	Unit experience: %+n for spear infantry recruits	true
effects_description_wh_main_faction_xp_increase_generals	Lord recruit rank: %+n	true
effects_description_wh_main_effect_name_epithet_vmp_master_of_traitors	[HIDDEN] Adds the name "Master of Traitors"	true
effects_description_wh_main_effect_name_epithet_chs_night_lord	[HIDDEN] Adds the name "Night Lord"	true
effects_description_wh_main_effect_force_navy_battle_melee_attack_when_escorting	Melee attack: %+n% when escorting transports	true
effects_description_wh_main_effect_force_unit_stat_morale_versus_rebels	Leadership: %+n versus rebels	true
effects_description_wh_dlc05_effect_tech_melee_attack_increase_treemen	Melee attack: %+n for Treemen units	true
effects_description_wh_dlc03_effect_ability_enable_the_brass_cleaver	Passive ability: "The Brass Cleaver"	true
effects_description_wh_main_effect_economy_gdp_mod_culture_horde	[Will be renamed]Wealth: %+n% from cultural buildings	true
effects_description_wh_main_effect_tech_missile_rate_of_fire_increase_chaos_hellcannon	Reload time reduction: %+n% for Hellcannon units	true
effects_description_wh_main_effect_tech_unit_xp_levels_black_coach_blood_knights	Unit experience: %+n for Black Coach, Corpse Cart, Mortis Engine, and Blood Knight unit recruits	true
effects_description_wh_dlc04_effect_force_all_campaign_sacking_loot_razing_income_dummy	Income from sacking and looting settlements: %+n%	true
effects_description_wh_main_effect_ability_disable_magical_animus	Replaces "Magical Animus"	true
effects_description_wh_main_effect_religion_conversion_untainted	Reduction in [[img:icon_corruption_vmp]][[/img]]Vampiric and [[img:icon_corruption_chs]][[/img]]Chaos corruption: %+n	true
effects_description_wh_dlc05_effect_magic_life_cooldown_shield_of_thorns_branchwraith	Cooldown: %+n% to "Shield of Thorns"	true
effects_description_wh_main_effect_name_title_emp_emperor_dummy	Gives the character the title: "Emperor"	true
effects_description_wh_dlc05_effect_dummy_enable_office_ancient_of_talrennic	Unlocks the "Ancient of Talrennic" position within the Gathering of the Ancients	true
effects_description_wh_main_effect_agent_enable_recruitment_wizard_teb	Enables [[img:icon_hero]][[/img]]Hero recruitment: Bright Wizard	true
effects_description_wh_main_effect_character_build_unit_killer	Unit killer: Skill selections have made this character more effective at slaying enemy units.	true
effects_description_wh_main_effect_unit_equipment_armour_silver	[Will be renamed]Armour smithing II: %+n armour for all unit recruits	true
effects_description_wh_main_effect_force_army_campaign_experience_base_empire_infantry	Unit experience: %+n for Empire infantry unit recruits	true
effects_description_wh_main_effect_ability_enable_waaagh	Ability: "Waaagh!"	true
effects_description_wh_main_effect_force_army_campaign_recruitment_cost_ranged_infantry	Recruitment cost: %+n% for missile infantry units	true
effects_description_wh_main_effect_force_army_campaign_siege_attack_holdout_time	Enemy siege holdout time: %+n	true
effects_description_wh_main_effect_region_enable_vampire_territory_attrition_bad	Enables [[img:icon_attrition]][[/img]]attrition for mortal armies	true
effects_description_wh_dlc05_effect_magic_shadow_the_withering	Spell: "The Withering"	true
effects_description_wh_main_effect_religion_osmosis_chaos	Chaos corruption in adjacent provinces: %+n	true
effects_description_wh_main_effect_name_epithet_dwf_valayas_thane	[HIDDEN] Adds the name "Valaya's Thane"	true
effects_description_wh_main_effect_tech_melee_damage_increase_dwarf_characters	Weapon strength: %+n% for [[img:icon_general]][[/img]]Lords and embedded [[img:icon_hero]][[/img]]Heroes	true
effects_description_wh_main_effect_magic_heavens_enable_chain_lightning	Spell: "Chain Lightning"	true
effects_description_wh_dlc05_effect_treeking_damage_reduction	Ward save: %n% for Tree Kin units	true
effects_description_wh_main_effect_skill_charge_bonus_increase_emp_tier_2	Charge bonus: %+n% for Greatswords, Empire Knights, Knights of the Blazing Sun, and Reiksguard units	true
effects_description_wh_main_effect_tech_hitpoints_increase_boyz	Armour: %+n for Orc infantry units	true
effects_description_wh_main_effect_unit_recruitment_points_naval	Navy recruitment capacity: %+n	true
effects_description_wh_main_effect_ability_enable_charmed_shield	Ability: "Charmed Shield"	true
effects_description_wh_main_effect_tech_unit_xp_levels_reiksguard	Unit experience: %+n for Reiksguard unit recruits	true
effects_description_wh_main_effect_ability_enable_featherfoe_torc	Passive ability: "Featherfoe Torc"	true
effects_description_wh_main_effect_agent_action_engineer_assist_army_buff	[[col:yellow]]Heavy Lifting[[/col]] action: Movement range is increased by an additional %n%	true
effects_description_wh_main_effect_agent_action_cost_mod_wizard_bretonnia	Hero action cost: %+n% for Damsels	true
effects_description_wh_main_effect_name_epithet_brt_the_combatant	[HIDDEN] Adds the name "the Combatant"	true
effects_description_wh_main_effect_agent_action_spy_assist_province_buff	[[col:yellow]]Scout[[/col]] action: Enemy [[img:icon_hero]][[/img]]Hero success chance is modified by an additional %n%	true
effects_description_wh_main_effect_force_army_campaign_experience_base_slayers	Unit experience: %+n for Slayers unit recruits	true
effects_description_wh_main_effect_force_army_battle_unit_morale_siege_defence	Leadership: %+n when under siege	true
effects_description_wh_main_effect_force_army_campaign_recruitment_cost_cavalry	Recruitment cost: %+n% for cavalry units	true
effects_description_wh_dlc04_effect_magic_vampires_cooldown_raise_dead_strigoi	Cooldown: %+n% to "Command of the Unliving"	true
effects_description_wh_main_effect_tech_recruitment_cost_reduction_dire_wolves	Recruitment cost: %+n% for Dire Wolves units	true
effects_description_wh_dlc03_effect_unit_enable_attribute_unbreakable	Attribute: Unbreakable	true
effects_description_wh_main_effect_force_unit_stat_missile_firing_rate	Reload time reduction: %+n%	true
effects_description_wh_main_effect_tech_unit_xp_levels_graveguard_black_knights	Unit experience: %+n for Grave Guard and Black Knight unit recruits	true
effects_description_wh_dlc03_effect_force_army_campaign_stance_beastpaths_interception_dummy	Nearby hostile armies may intercept, meeting on the beast-path for battle.	true
effects_description_wh_main_effect_magic_light_cooldown_bironas_timewarp	Cooldown: %+n% to "Birona's Timewarp"	true
effects_description_wh_dlc03_effect_agent_action_success_chance_wizard_beastmen	Hero action success chance: %+n% for Bray-Shamans	true
effects_description_wh_main_effect_agent_action_success_chance_spy_vampire_counts	Hero action success chance: %+n% for Banshees	true
effects_description_wh_main_effect_ability_enable_master_rune_of_stromni_redbeard	Passive ability: "Master Rune of Stromni Redbeard"	true
effects_description_wh_main_effect_name_epithet_emp_the_enchanter	[HIDDEN] Adds the name "the Enchanter"	true
effects_description_wh_main_effect_tech_unit_xp_levels_greenskin_chariots	Unit experience: %+n for Greenskin Chariot unit recruits	true
effects_description_wh_main_effect_agent_recruitment_xp_champion_chaos	Hero recruit rank: %+n for Exalted Heroes	true
effects_description_wh_main_effect_province_food_shortage_public_order_happiness	{{tr:public_order}}: [[col:red]]%+n[[/col]]	true
effects_description_wh_main_effect_agent_action_cost_mod_wizard_vampire_counts	Hero action cost: %+n% for Necromancers	true
effects_description_wh_main_effect_skill_charge_bonus_increase_grn_tier_1	Charge bonus: %+n for Goblins, Night Goblins, Orc Boyz and Savage Orcs units	true
effects_description_wh_main_effect_skill_charge_bonus_increase_grn_tier_2	Charge bonus: %+n for Orc Big 'Uns, Savage Orc Big 'Uns and Black Orcs units	true
effects_description_wh_main_effect_magic_death_enable_the_purple_sun_of_xereus	Spell: "The Purple Sun of Xereus"	true
effects_description_wh_main_effect_force_army_battle_pistoliers_outriders_movement_speed	Speed: %+n% for Pistoliers and Outriders units	true
effects_description_wh_main_effect_force_army_battle_cavalry_ranged_ammunition	Ammunition: %+n% for missile cavalry	true
effects_description_wh_main_effect_magic_light_enable_banishment	Spell: "Banishment"	true
effects_description_wh_main_effect_tech_melee_defence_increase_dwarf_longbeards_hammerers_ironbreakers_slayers	Melee defence: %+n for Longbeards, Hammerers, Ironbreakers and Slayers units	true
effects_description_wh_main_effect_force_unit_stat_melee_defence	Melee defence: %+n	true
effects_description_wh_main_effect_agent_action_enable_wizard_hinder_settlement	Action: [[col:yellow]]Damage Building[[/col]]	true
effects_description_wh_dlc03_effect_tech_army_campaign_beastpath_evasion_chance	Evasion chance when using a beast-path: %+n%	true
effects_description_wh_main_effect_ability_enable_helm_of_discord	Ability: "Helm of Discord"	true
effects_description_wh_main_effect_tech_recruitment_cost_reduction_dwarf_warriors	Recruitment cost: %+n% for Dwarf Warriors units	true
effects_description_wh_main_effect_agent_cap_increase_spy_goblin_big_boss	Goblin Big Boss [[img:icon_hero]][[/img]]Hero capacity: %+n	true
effects_description_wh_main_effect_character_stat_mod_missile_attack_rate	Reload time reduction: %+n%	true
effects_description_wh_main_effect_ability_enable_ancestor_rune	Ability: "Ancestor Rune"	true
effects_description_wh_main_effect_agent_action_enable_champion_hinder_settlement_horde	Action: [[col:yellow]]Storm Garrison[[/col]]	true
effects_description_wh_main_effect_agent_action_outcome_parent_army_ap	Campaign movement range: %+n%	true
effects_description_wh_dlc05_effect_occupation_decision_colonise_cost_increase_hidden	No colonisation cost	true
effects_description_wh_main_effect_agent_enable_recruitment_spy_empire	Enables [[img:icon_hero]][[/img]]Hero recruitment: Witch Hunter	true
effects_description_wh_main_effect_tech_melee_defence_increase_fell_bats	Melee defence: %+n for Fell Bat units	true
effects_description_wh_dlc05_effect_tech_unit_xp_levels_eternal_guards	Unit experience: %+n for Eternal Guard unit recruits	true
effects_description_wh_dlc05_effect_amber_quest_events_dummy	Amber: %n	true
effects_description_wh_main_effect_ability_enable_ballistics_calibration	Ability: "Ballistics Calibration"	true
effects_description_wh_main_effect_technology_research_cost_mod_military	[Will be renamed]Research upkeep cost: %+n% for military developments	true
effects_description_wh_main_effect_force_artillery_campaign_replenishment_rate	Casualty replenishment rate: %+n% for artillery	true
effects_description_wh_main_effect_tech_unit_xp_levels_empire_artillery	Unit experience: %+n for Empire artillery recruits	true
effects_description_wh_main_effect_tech_recruitment_cost_reduction_forest_beasts	Recruitment cost: %+n% for all units recruited from the Forest building chain	true
effects_description_wh_dlc05_effect_orion_amber	Elite forest spirit units cost Amber to recruit	true
